Dale Davis,0.43498818,131991,0.033333333,0.75,0.791946309,0.659863946,0.690322581,0.434782609,0.330097087,0.584862385,0.553191489,0.497206704,0.533333333,0,0,0,0.391304348,0.545454545,0.4609375,0.700854701,0.08045977,0.235294118,0.298245614,0.296296296,0.707317073,0.407692308,0.784257749,0.681818182,0.457142857,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rich King,0.025059102,141991,0.033333333,0.75,0.812080537,0.510204082,0.519354839,0.358695652,0.291262136,0.529816514,0.478723404,0.446927374,0.477777778,0,0,0.4,0.333333333,0.397727273,0.5953125,0.367521368,0.206896552,0.117647059,0.263157895,0.407407407,0.707317073,0.342307692,0.804241436,0.818181818,0.628571429,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Avent,0.025531915,151991,0.033333333,0.5,0.651006711,0.428571429,0.516129032,0.326086957,0.281553398,0.444954128,0.446808511,0.441340782,0.393333333,0,0,0,0.275362319,0.318181818,0.634375,0.452991453,0.126436782,0.117647059,0.210526316,0.388888889,0.682926829,0.296153846,0.881729201,0.590909091,0.485714286,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Gatling,0.175886525,161991,0.033333333,0.5,0.55033557,0.204081633,0.767741935,0.760869565,0.553398058,0.626146789,0.872340426,0.754189944,0.571111111,0,0,0,0.637681159,0.738636364,0.615625,0.709401709,0.103448276,0.470588235,0.403508772,0.537037037,0.804878049,0.703846154,0.522430669,0.636363636,0.4,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Alexander,0.06572104,171991,0.033333333,0.75,0.724832215,0.571428571,0.616129032,0.630434783,0.45631068,0.637614679,0.744680851,0.642458101,0.58,0,0,0,0.362318841,0.477272727,0.53125,0.47008547,0.126436782,0.176470588,0.192982456,0.351851852,0.536585366,0.538461538,0.886623165,0.590909091,0.657142857,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Brooks,0.023640662,181991,0.033333333,0.75,0.758389262,0.387755102,0.964516129,0.695652174,0.606796117,0.433486239,0.670212766,0.642458101,0.448888889,0.325,0.300970874,0.409,0.405797101,0.409090909,0.7484375,0.376068376,0.195402299,0.147058824,0.070175439,0.425925926,0.463414634,0.646153846,0.409869494,0.454545455,0.285714286,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaBradford Smith,0.031205674,191991,0.033333333,0.75,0.872483221,0.462585034,0.770967742,0.358695652,0.349514563,0.339449541,0.372340426,0.357541899,0.435555556,0.25,0.281553398,0.339,0.463768116,0.420454545,0.8921875,0.094017094,0.620689655,0.470588235,0.01754386,0.703703704,0.658536585,0.407692308,0.818515498,0.318181818,0.285714286,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Turner,0.023640662,201991,0.033333333,0,0.194630872,0.183673469,0.44516129,0.119565217,0.13592233,0.309633028,0.244680851,0.273743017,0.262222222,0,0,0,0.217391304,0.340909091,0.4015625,0.376068376,0.103448276,0.147058824,0.087719298,0.240740741,0.487804878,0.138461538,0.902528548,0.545454545,0.542857143,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
